namespace,key,zh-TW,zh-CN,en,ja,ko,th,vi,id,ms,tl,es,pt,fr,de,it,ru,ar,hi,bn,tr,pl,uk,nl,sv,no,da,fi,cs,el,he,fa,ur,sw,ro
vip,buttonPurchase,💳 購買 VIP ({price} ⭐),💳 购买 VIP ({price} ⭐),💳 Purchase VIP ({price} ⭐),,,,,,,,,,,,,,💳 اشترِ VIP ({price} ⭐),,,,,,,,,,,,,,,,,
vip,buttonRenew,🔄 續訂 VIP ({price} ⭐),🔄 续订 VIP ({price} ⭐),🔄 Renew VIP ({price} ⭐),,,,,,,,,,,,,,🔄 جدد VIP ({price} ⭐),,,,,,,,,,,,,,,,,
vip,cancelSubscriptionHint,💡 如需取消訂閱，請前往 Telegram 設定 > 訂閱管理,💡 如需取消订阅，请前往 Telegram 设定 > 订阅管理,"💡 To cancel your subscription, please go to Telegram Settings > Subscription Management",,,,,,,,,,,,,,💡 لإلغاء اشتراكك، يرجى الذهاب إلى إعدادات Telegram > إدارة الاشتراك,,,,,,,,,,,,,,,,,
vip,cancelled,已取消,已取消,Cancelled,,,,,,,,,,,,,,تم الإلغاء,,,,,,,,,,,,,,,,,
vip,clearAvatar,• 解鎖對方清晰頭像,• 解锁对方清晰头像,• Unlock clear profile pictures,,,,,,,,,,,,,,• فتح صور شخصية واضحة للآخرين,,,,,,,,,,,,,,,,,
vip,dailyQuota,• 每天 30 個漂流瓶配額,• 每天 30 个漂流瓶配额,• Daily quota of 30 Drift Bottles,,,,,,,,,,,,,,• حصة زجاجة الرسائل 30 يومياً,,,,,,,,,,,,,,,,,
vip,expireDate,到期時間：{date},到期时间：{date},Expiration date: {date},,,,,,,,,,,,,,وقت الانتهاء: {date},,,,,,,,,,,,,,,,,
vip,filterDetail,• 可篩選配對對象的 MBTI、星座、血型,• 可筛选配对对象的 MBTI、星座、血型,"• Filter potential matches by MBTI, Zodiac, and Blood Type",,,,,,,,,,,,,,• تصفية المطابقات حسب MBTI، وبرجك، ونوع الدم,,,,,,,,,,,,,,,,,
vip,filterOptions,• 可篩選 MBTI、星座、血型,• 可筛选 MBTI、星座、血型,"• Filter by MBTI, Zodiac, Blood Type",,,,,,,,,,,,,,• تصفية حسب MBTI، وبرجك، ونوع الدم,,,,,,,,,,,,,,,,,
vip,improveMatchRate,└ 大幅提升配對成功率,└ 大幅提升配对成功率,└ Significantly increase match success rate,,,,,,,,,,,,,,└ زيادة كبيرة في معدل نجاح المطابقات,,,,,,,,,,,,,,,,,
vip,invalidPaymentType,⚠️ 無效的支付類型,⚠️ 无效的支付类型,⚠️ Invalid payment type,,,,,,,,,,,,,,⚠️ نوع الدفع غير صالح,,,,,,,,,,,,,,,,,
vip,invoiceDescCancelHint,💡 可隨時在 Telegram 設定中取消訂閱,💡 可随时在 Telegram 设定中取消订阅,💡 You can cancel your subscription anytime in Telegram settings,,,,,,,,,,,,,,💡 يمكنك إلغاء اشتراكك في أي وقت من إعدادات Telegram,,,,,,,,,,,,,,,,,
vip,invoiceDescPurchase,升級 VIP 會員，享受以下權益：,升级 VIP 会员，享受以下权益：,Upgrade to VIP membership to enjoy the following benefits:,,,,,,,,,,,,,,ترقية إلى عضوية VIP واستمتع بالمزايا التالية:,,,,,,,,,,,,,,,,,
vip,invoiceDescription,"升級 VIP 會員，享受以下權益：
• 解鎖對方清晰頭像 🆕
• 每天 30 個漂流瓶配額（最高 100 個/天）
• 可篩選配對對象的 MBTI 和星座
• 34 種語言自動翻譯（OpenAI GPT 優先）
• 無廣告體驗","升级 VIP 会员，享受以下权益：
• 解锁对方清晰头像 🆕
• 每天 30 个漂流瓶配额（最高 100 个/天）
• 可筛选配对对象的 MBTI 和星座
• 34 种语言自动翻译（OpenAI GPT 优先）
• 无广告体验","Upgrade to VIP membership to enjoy the following benefits:
• Unlock clear profile pictures 🆕
• Daily quota of 30 Drift Bottles (up to 100 per day)
• Filter potential matches by MBTI and Zodiac
• Automated translation in 34 languages (OpenAI GPT prioritized)
• Ad-free experience",,,,,,,,,,,,,,"ترقية إلى عضوية VIP واستمتع بالمزايا التالية:
• فتح صور شخصية واضحة للآخرين 🆕
• حصة زجاجة الرسائل 30 يومياً (حتى 100 يومياً)
• تصفية المطابقات حسب MBTI وبرجك
• ترجمة تلقائية لـ 34 لغة (أولوية لـ OpenAI GPT)
• تجربة بدون إعلانات",,,,,,,,,,,,,,,,,
vip,invoiceDescriptionSubscription,"訂閱 XunNi VIP 會員，每月自動續費！

• 解鎖對方清晰頭像 🆕
• 每天 30 個漂流瓶配額（最高 100 個/天）
• 可篩選配對對象的 MBTI 和星座
• 34 種語言自動翻譯（OpenAI GPT 優先）
• 無廣告體驗

💡 可隨時在 Telegram 設定中取消訂閱","订阅 XunNi VIP 会员，每月自动续费！

• 解锁对方清晰头像 🆕
• 每天 30 个漂流瓶配额（最高 100 个/天）
• 可筛选配对对象的 MBTI 和星座
• 34 种语言自动翻译（OpenAI GPT 优先）
• 无广告体验

💡 可随时在 Telegram 设定中取消订阅","Subscribe to XunNi VIP, monthly auto-renewal!

• Unlock clear profile pictures 🆕
• Daily quota of 30 Drift Bottles (up to 100 per day)
• Filter potential matches by MBTI and Zodiac
• Automated translation in 34 languages (OpenAI GPT prioritized)
• Ad-free experience

💡 You can cancel your subscription anytime in Telegram settings",,,,,,,,,,,,,,"اشترك في عضوية XunNi VIP، تجديد تلقائي كل شهر!

• فتح صور شخصية واضحة للآخرين 🆕
• حصة زجاجة الرسائل 30 يومياً (حتى 100 يومياً)
• تصفية المطابقات حسب MBTI وبرجك
• ترجمة تلقائية لـ 34 لغة (أولوية لـ OpenAI GPT)
• تجربة بدون إعلانات

💡 يمكنك إلغاء اشتراكك في أي وقت من إعدادات Telegram",,,,,,,,,,,,,,,,,
vip,invoiceLabelPurchase,VIP 會員 (30 天),VIP 会员 (30 天),VIP Membership (30 days),,,,,,,,,,,,,,عضو VIP (30 يوماً),,,,,,,,,,,,,,,,,
vip,invoiceLabelSubscription,VIP 訂閱,VIP 订阅,VIP Subscription,,,,,,,,,,,,,,اشتراك VIP,,,,,,,,,,,,,,,,,
vip,invoiceTitle,XunNi VIP 購買,XunNi VIP 购买,XunNi VIP Purchase,,,,,,,,,,,,,,شراء XunNi VIP,,,,,,,,,,,,,,,,,
vip,invoiceTitlePurchase,XunNi VIP 購買,XunNi VIP 购买,XunNi VIP Purchase,,,,,,,,,,,,,,شراء XunNi VIP,,,,,,,,,,,,,,,,,
vip,invoiceTitleRenew,XunNi VIP 續訂,XunNi VIP 续订,XunNi VIP Renewal,,,,,,,,,,,,,,تجديد XunNi VIP,,,,,,,,,,,,,,,,,
vip,invoiceTitleSubscription,XunNi VIP 訂閱（月費）,XunNi VIP 订阅（月费）,XunNi VIP Subscription (Monthly),,,,,,,,,,,,,,اشتراك XunNi VIP (شهري),,,,,,,,,,,,,,,,,
vip,newExpiry,新到期時間：{date},新到期时间：{date},New expiration time: {date},,,,,,,,,,,,,,وقت انتهاء جديد: {date},,,,,,,,,,,,,,,,,
vip,noAds,• 無廣告體驗,• 无广告体验,• Ad-free experience,,,,,,,,,,,,,,• تجربة خالية من الإعلانات,,,,,,,,,,,,,,,,,
vip,notRegistered,"⚠️ 請先完成註冊流程。

使用 /start 繼續註冊。","⚠️ 请先完成注册流程。

使用 /start 继续注册。","⚠️ Please complete the registration process first.

Use /start to continue the registration.",,,,,,,,,,,,,,"⚠️ يرجى إكمال عملية التسجيل أولاً.

استخدم /start لمتابعة التسجيل.",,,,,,,,,,,,,,,,,
vip,paymentError,❌ 處理支付時系統發生錯誤，請聯繫客服。,❌ 处理支付时系统发生错误，请联系客服。,❌ An error occurred in the system while processing the payment. Please contact customer support.,,,,,,,,,,,,,,❌ حدث خطأ في النظام أثناء معالجة الدفع، يرجى الاتصال بدعم العملاء.,,,,,,,,,,,,,,,,,
vip,paymentErrorHint,支付 ID：{paymentId},支付 ID：{paymentId},Payment ID: {paymentId},,,,,,,,,,,,,,معرّف الدفع: {paymentId},,,,,,,,,,,,,,,,,
vip,paymentHint,💡 使用 Telegram Stars 安全便捷支付,💡 使用 Telegram Stars 安全便捷支付,💡 Safe and convenient payments with Telegram Stars,,,,,,,,,,,,,,💡 استخدم نجوم تليجرام لمدفوعات آمنة ومريحة,,,,,,,,,,,,,,,,,
vip,paymentMethod,💡 使用 Telegram Stars 安全便捷支付,💡 使用 Telegram Stars 安全便捷支付,💡 Safe and convenient payments with Telegram Stars,,,,,,,,,,,,,,💡 استخدم نجوم تليجرام لمدفوعات آمنة ومريحة,,,,,,,,,,,,,,,,,
vip,paymentSuccess,"🎉 **訂閱成功！**

你已成為 VIP 會員！
到期時間：{date}

✨ VIP 權益已啟用：
• 解鎖對方清晰頭像
• 每天 30 個漂流瓶配額
• 可篩選 MBTI 和星座
• 34 種語言自動翻譯
• 無廣告體驗

🔄 **自動續費**：每月自動扣款，無需手動續費
💡 如需取消訂閱，請前往 Telegram 設定 > 訂閱管理

🚀 立即開始使用：/throw","🎉 **订阅成功！ **

你已成为 VIP 会员！
到期时间：{date}

✨ VIP 权益已启用：
• 解锁对方清晰头像
• 每天 30 个漂流瓶配额
• 可筛选 MBTI 和星座
• 34 种语言自动翻译
• 无广告体验

🔄 **自动续费**：每月自动扣款，无需手动续费
💡 如需取消订阅，请前往 Telegram 设定 > 订阅管理

🚀 立即开始使用：/throw","🎉 **Subscription Successful!**

You are now a VIP member!
Expiration time: {date}

✨ VIP benefits have been activated:
• Unlock clear avatars of others
• Daily quota of 30 Drift Bottles
• Filter by MBTI and zodiac
• Automatic translation in 34 languages
• Ad-free experience

🔄 **Auto-renewal**: Monthly automatic payment, no need for manual renewal
💡 To cancel your subscription, please go to Telegram settings > Subscription Management

🚀 Start using now: /throw",,,,,,,,,,,,,,"🎉 **الاشتراك ناجح!**

أنت الآن عضو VIP!
وقت الانتهاء: {date}

✨ تم تفعيل مزايا VIP:
• فتح صور الملف الشخصي الواضحة للآخرين
• 30 حصة زجاجات الرسائل يوميًا
• تصفية حسب MBTI وبرج الزodiac
• ترجمة تلقائية إلى 34 لغة
• تجربة خالية من الإعلانات

🔄 **التجديد التلقائي**: خصم تلقائي شهريًا دون تجديد يدوي
💡 لإلغاء اشتراكك، يرجى الذهاب إلى إعدادات تليجرام > إدارة الاشتراكات

🚀 ابدأ الاستخدام الآن: /throw",,,,,,,,,,,,,,,,,
vip,paymentSuccessRenewal,"🎉 **自動續費成功！**

你的 VIP 訂閱已自動續費！
新到期時間：{date}

✨ VIP 權益持續啟用：
• 解鎖對方清晰頭像
• 每天 30 個漂流瓶配額
• 可篩選 MBTI 和星座
• 34 種語言自動翻譯
• 無廣告體驗

💡 如需取消訂閱，請前往 Telegram 設定 > 訂閱管理","🎉 **自动续费成功！ **

你的 VIP 订阅已自动续费！
新到期时间：{date}

✨ VIP 权益持续启用：
• 解锁对方清晰头像
• 每天 30 个漂流瓶配额
• 可筛选 MBTI 和星座
• 34 种语言自动翻译
• 无广告体验

💡 如需取消订阅，请前往 Telegram 设定 > 订阅管理","🎉 **Auto-renewal Successful!**

Your VIP subscription has been automatically renewed!
New expiration time: {date}

✨ VIP benefits continue:
• Unlock clear avatars of others
• Daily quota of 30 Drift Bottles
• Filter by MBTI and zodiac
• Automatic translation in 34 languages
• Ad-free experience

💡 To cancel your subscription, please go to Telegram settings > Subscription Management",,,,,,,,,,,,,,"🎉 **التجديد التلقائي ناجح!**

لقد تم تجديد اشتراكك VIP تلقائيًا!
وقت الانتهاء الجديد: {date}

✨ تظل مزايا VIP مفعّلة:
• فتح صور الملف الشخصي الواضحة للآخرين
• 30 حصة زجاجات الرسائل يوميًا
• تصفية حسب MBTI وبرج الزodiac
• ترجمة تلقائية إلى 34 لغة
• تجربة خالية من الإعلانات

💡 لإلغاء اشتراكك، يرجى الذهاب إلى إعدادات تليجرام > إدارة الاشتراكات",,,,,,,,,,,,,,,,,
vip,paymentVerificationFailed,⚠️ 支付驗證失敗，請稍後再試,⚠️ 支付验证失败，请稍后再试,"⚠️ Payment verification failed, please try again later",,,,,,,,,,,,,,⚠️ فشل التحقق من الدفع، يرجى المحاولة مرة أخرى لاحقًا,,,,,,,,,,,,,,,,,
vip,preparing,✅ 正在準備支付...,✅ 正在准备支付...,✅ Preparing for payment...,,,,,,,,,,,,,,✅ يتم التحضير للدفع...,,,,,,,,,,,,,,,,,
vip,price,價格：{price} ⭐ Telegram Stars / 月,价格：{price} ⭐ Telegram Stars / 月,Price: {price} ⭐ Telegram Stars / Month,,,,,,,,,,,,,,السعر: {price} ⭐ نجوم تليجرام / شهر,,,,,,,,,,,,,,,,,
vip,priceNote,{note},{note},{note},,,,,,,,,,,,,,{note},,,,,,,,,,,,,,,,,
vip,priceNoteStaging,（Staging 測試價）,（Staging 测试价）,(Staging Test Price),,,,,,,,,,,,,,(سعر اختبار المرحلة),,,,,,,,,,,,,,,,,
vip,priceNoteUsd,（約 5 USD）,（约 5 USD）,(Approx. 5 USD),,,,,,,,,,,,,,(تقريبًا 5 دولارات أمريكية),,,,,,,,,,,,,,,,,
vip,refreshingHistory,🔄 正在更新您的對話歷史，清晰頭像即將顯示...,🔄 正在更新您的对话历史，清晰头像即将显示...,"🔄 Updating your chat history, clear avatars will be displayed soon...",,,,,,,,,,,,,,🔄 تحديث تاريخ محادثتك، ستظهر صور الملف الشخصي الواضحة قريبًا...,,,,,,,,,,,,,,,,,
vip,refreshingHistoryHint,這可能需要幾秒鐘時間，請稍候。,这可能需要几秒钟时间，请稍候。,"This may take a few seconds, please wait.",,,,,,,,,,,,,,قد يستغرق هذا بضع ثوانٍ، يرجى الانتظار.,,,,,,,,,,,,,,,,,
vip,renewHint,💡 想要續訂或升級嗎？,💡 想要续订或升级吗？,💡 Want to renew or upgrade?,,,,,,,,,,,,,,💡 هل ترغب في تجديد أو ترقية؟,,,,,,,,,,,,,,,,,
vip,returnMenu,🏠 返回主選單：/menu,🏠 返回主选单：/menu,🏠 Return to main menu: /menu,,,,,,,,,,,,,,🏠 العودة إلى القائمة الرئيسية: /menu,,,,,,,,,,,,,,,,,
vip,returnMenuHint,🏠 返回主選單：/menu,🏠 返回主选单：/menu,🏠 Return to main menu: /menu,,,,,,,,,,,,,,🏠 العودة إلى القائمة الرئيسية: /menu,,,,,,,,,,,,,,,,,
vip,startUsing,🚀 立即開始使用：/throw,🚀 立即开始使用：/throw,🚀 Get started now: /throw,,,,,,,,,,,,,,🚀 ابدأ الآن: /throw,,,,,,,,,,,,,,,,,
vip,subscriptionNote,💡 可隨時在 Telegram 設定中取消訂閱,💡 可随时在 Telegram 设定中取消订阅,💡 You can unsubscribe anytime in Telegram settings.,,,,,,,,,,,,,,💡 يمكنك إلغاء الاشتراك في أي وقت من إعدادات تيليجرام,,,,,,,,,,,,,,,,,
vip,systemError,❌ 系統發生錯誤，請稍後再試。,❌ 系统发生错误，请稍后再试。,"❌ An error occurred, please try again later.",,,,,,,,,,,,,,❌ حدث خطأ، يرجى المحاولة لاحقًا.,,,,,,,,,,,,,,,,,
vip,tripleExposure,• 🆕 三倍曝光機會！一次丟瓶子觸發 3 個對象,• 🆕 三倍曝光机会！一次丢瓶子触发 3 个对象,• 🆕 Triple exposure opportunity! Throwing one bottle triggers 3 targets.,,,,,,,,,,,,,,• 🆕 فرصة ثلاثية للتعرض! إلقاء زجاجة الرسائل واحدة يؤدي إلى 3 أهداف,,,,,,,,,,,,,,,,,
vip,tripleExposureDetail,└ 1 個智能配對 + 2 個公共池,└ 1 个智能配对 + 2 个公共池,└ 1 smart match + 2 public pools,,,,,,,,,,,,,,└ 1 مطابقة ذكية + 2 برك عامة,,,,,,,,,,,,,,,,,
vip,upgradeTitle,💎 **升級 VIP 會員**,💎 **升级 VIP 会员**,💎 **Upgrade to VIP membership**,,,,,,,,,,,,,,💎 **ترقية إلى عضوية VIP**,,,,,,,,,,,,,,,,,
vip,upgradeVip,💎 **升級 VIP 會員**,💎 **升级 VIP 会员**,💎 **Upgrade to VIP membership**,,,,,,,,,,,,,,💎 **ترقية إلى عضوية VIP**,,,,,,,,,,,,,,,,,
vip,userNotFound,⚠️ 用戶不存在，請先使用 /start 註冊。,⚠️ 用户不存在，请先使用 /start 注册。,"⚠️ User does not exist, please register first using /start.",,,,,,,,,,,,,,⚠️ المستخدم غير موجود، يرجى التسجيل أولاً باستخدام /start.,,,,,,,,,,,,,,,,,
vip,vipExpiry,到期時間：{date},到期时间：{date},Expiration time: {date},,,,,,,,,,,,,,وقت الانتهاء: {date},,,,,,,,,,,,,,,,,
vip,wantRenew,💡 想要續訂或升級嗎？,💡 想要续订或升级吗？,💡 Want to renew or upgrade?,,,,,,,,,,,,,,💡 هل ترغب في تجديد أو ترقية؟,,,,,,,,,,,,,,,,,
vipRefund,contactSupport,💡 如有特殊情況，請聯繫客服。,💡 如有特殊情况，请联系客服。,💡 Please contact customer support for special circumstances.,,,,,,,,,,,,,,💡 إذا كان لديك ظروف خاصة، يرجى الاتصال بخدمة العملاء.,,,,,,,,,,,,,,,,,
vipRefund,errorGeneric,❌ 發生錯誤，請稍後再試。,❌ 发生错误，请稍后再试。,"❌ An error occurred, please try again later.",,,,,,,,,,,,,,❌ حدث خطأ، يرجى المحاولة لاحقًا.,,,,,,,,,,,,,,,,,
vipRefund,errorReasonTooShort,❌ 退款原因至少需要 10 個字，請重新輸入：,❌ 退款原因至少需要 10 个字，请重新输入：,"❌ The refund reason must be at least 10 characters, please re-enter:",,,,,,,,,,,,,,❌ يجب أن يكون سبب الاسترداد 10 أحرف على الأقل، يرجى إعادة الإدخال:,,,,,,,,,,,,,,,,,
vipRefund,noPaymentFound,❌ 找不到支付記錄。,❌ 找不到支付记录。,❌ Payment record not found.,,,,,,,,,,,,,,❌ سجل الدفع غير موجود.,,,,,,,,,,,,,,,,,
vipRefund,notVip,❌ 你不是 VIP 用戶，無法申請退款。,❌ 你不是 VIP 用户，无法申请退款。,"❌ You are not a VIP user, cannot apply for a refund.",,,,,,,,,,,,,,❌ أنت لست مستخدم VIP، لا يمكنك التقدم بطلب استرداد.,,,,,,,,,,,,,,,,,
vipRefund,pendingRequest,⏳ 你已有待處理的退款請求，請耐心等待管理員審核。,⏳ 你已有待处理的退款请求，请耐心等待管理员审核。,"⏳ You have a pending refund request, please be patient while the admin reviews.",,,,,,,,,,,,,,⏳ لديك بالفعل طلب استرداد معلق، يرجى التحلي بالصبر بينما يقوم المسؤول بمراجعته.,,,,,,,,,,,,,,,,,
vipRefund,promptReason,請輸入退款原因（至少 10 個字）：,请输入退款原因（至少 10 个字）：,Please enter the reason for the refund (at least 10 characters):,,,,,,,,,,,,,,يرجى إدخال سبب الاسترداد (على الأقل 10 أحرف):,,,,,,,,,,,,,,,,,
vipRefund,promptTitle,📝 **申請退款**,📝 **申请退款**,📝 **Apply for Refund**,,,,,,,,,,,,,,📝 **تقديم طلب استرداد**,,,,,,,,,,,,,,,,,
vipRefund,submitFailed,❌ 提交失敗，請稍後再試。,❌ 提交失败，请稍后再试。,"❌ Submission failed, please try again later.",,,,,,,,,,,,,,❌ فشل الإرسال، يرجى المحاولة مرة أخرى لاحقًا.,,,,,,,,,,,,,,,,,
